""	"gender"	"race"
"798"	"Female"	"AfricanAmerican"
"799"	"Female"	"Caucasian"
"800"	"Female"	"Caucasian"
"801"	"Female"	"Caucasian"
"802"	"Male"	"Caucasian"
"803"	"Female"	"Caucasian"
"804"	"Male"	"Caucasian"
"805"	"Female"	"Asian"
"806"	"Male"	"Caucasian"
"807"	"Male"	"Caucasian"
"808"	"Female"	"Caucasian"
"809"	"Male"	"Caucasian"
"810"	"Female"	"Caucasian"
"811"	"Female"	"Caucasian"
"812"	"Female"	"Caucasian"
"813"	"Male"	"Caucasian"
"814"	"Male"	"?"
"815"	"Female"	"AfricanAmerican"
"816"	"Male"	"Caucasian"
"817"	"Male"	"Caucasian"
"818"	"Female"	"Caucasian"
"819"	"Male"	"AfricanAmerican"
"820"	"Female"	"Caucasian"
"821"	"Male"	"Caucasian"
"822"	"Female"	"Caucasian"
"823"	"Male"	"Caucasian"
"824"	"Male"	"Caucasian"
"825"	"Male"	"Caucasian"
"826"	"Male"	"Caucasian"
"827"	"Male"	"Caucasian"
"828"	"Male"	"Caucasian"
"829"	"Male"	"Caucasian"
"830"	"Female"	"Caucasian"
"831"	"Male"	"AfricanAmerican"
"832"	"Female"	"Caucasian"
"833"	"Male"	"AfricanAmerican"
"834"	"Female"	"Caucasian"
"835"	"Female"	"Caucasian"
"836"	"Male"	"Caucasian"
"837"	"Male"	"?"
"838"	"Female"	"Caucasian"
"839"	"Male"	"Caucasian"
"840"	"Male"	"AfricanAmerican"
"841"	"Female"	"AfricanAmerican"
"842"	"Male"	"Caucasian"
"843"	"Female"	"AfricanAmerican"
"844"	"Female"	"AfricanAmerican"
"845"	"Female"	"Caucasian"
"846"	"Female"	"Caucasian"
"847"	"Male"	"Caucasian"
"848"	"Female"	"AfricanAmerican"
"849"	"Male"	"AfricanAmerican"
"850"	"Male"	"Caucasian"
"851"	"Male"	"Caucasian"
"852"	"Female"	"Caucasian"
"853"	"Male"	"Caucasian"
"854"	"Male"	"Caucasian"
"855"	"Female"	"Caucasian"
"856"	"Female"	"Caucasian"
"857"	"Female"	"AfricanAmerican"
"858"	"Female"	"Caucasian"
"859"	"Female"	"Caucasian"
"860"	"Female"	"Caucasian"
"861"	"Female"	"Caucasian"
"862"	"Male"	"Caucasian"
"863"	"Male"	"Caucasian"
"864"	"Female"	"Caucasian"
"865"	"Female"	"AfricanAmerican"
"866"	"Female"	"Caucasian"
"867"	"Female"	"AfricanAmerican"
"868"	"Female"	"Caucasian"
"869"	"Male"	"AfricanAmerican"
"870"	"Male"	"AfricanAmerican"
"871"	"Male"	"Caucasian"
"872"	"Male"	"Caucasian"
"873"	"Female"	"Caucasian"
"874"	"Female"	"Caucasian"
"875"	"Female"	"AfricanAmerican"
"876"	"Female"	"Caucasian"
"877"	"Male"	"AfricanAmerican"
"878"	"Male"	"AfricanAmerican"
"879"	"Female"	"AfricanAmerican"
"880"	"Male"	"AfricanAmerican"
"881"	"Female"	"Caucasian"
"882"	"Male"	"Caucasian"
"883"	"Female"	"AfricanAmerican"
"884"	"Female"	"AfricanAmerican"
"885"	"Female"	"Caucasian"
"886"	"Female"	"Caucasian"
"887"	"Male"	"Caucasian"
"888"	"Male"	"Caucasian"
"889"	"Female"	"Caucasian"
"890"	"Male"	"Caucasian"
"891"	"Female"	"Caucasian"
"892"	"Female"	"AfricanAmerican"
"893"	"Male"	"Caucasian"
"894"	"Female"	"Caucasian"
"895"	"Male"	"Caucasian"
"896"	"Male"	"Caucasian"
"897"	"Male"	"Caucasian"
"898"	"Male"	"AfricanAmerican"
"899"	"Male"	"Caucasian"
"900"	"Male"	"Caucasian"
"901"	"Male"	"Caucasian"
"902"	"Female"	"AfricanAmerican"
"903"	"Male"	"AfricanAmerican"
"904"	"Male"	"Caucasian"
"905"	"Male"	"Caucasian"
"906"	"Female"	"Caucasian"
"907"	"Female"	"Caucasian"
"908"	"Female"	"Caucasian"
"909"	"Male"	"Caucasian"
"910"	"Female"	"AfricanAmerican"
"911"	"Male"	"Caucasian"
"912"	"Male"	"AfricanAmerican"
"913"	"Male"	"?"
"914"	"Male"	"Caucasian"
"915"	"Male"	"Caucasian"
"916"	"Female"	"Caucasian"
"917"	"Female"	"AfricanAmerican"
"918"	"Male"	"AfricanAmerican"
"919"	"Male"	"Caucasian"
"920"	"Female"	"Caucasian"
"921"	"Female"	"AfricanAmerican"
"922"	"Female"	"AfricanAmerican"
"923"	"Female"	"Other"
"924"	"Male"	"Caucasian"
"925"	"Female"	"Caucasian"
"926"	"Female"	"Caucasian"
"927"	"Male"	"Caucasian"
"928"	"Male"	"?"
"929"	"Male"	"Caucasian"
"930"	"Female"	"Caucasian"
"931"	"Male"	"AfricanAmerican"
"932"	"Female"	"Caucasian"
"933"	"Male"	"Other"
"934"	"Male"	"Caucasian"
"935"	"Female"	"Caucasian"
"936"	"Male"	"Other"
"937"	"Female"	"Caucasian"
"938"	"Male"	"Caucasian"
"939"	"Female"	"AfricanAmerican"
"940"	"Male"	"Asian"
"941"	"Male"	"AfricanAmerican"
"942"	"Female"	"Caucasian"
"943"	"Female"	"Caucasian"
"944"	"Male"	"AfricanAmerican"
"945"	"Female"	"Caucasian"
"946"	"Female"	"Caucasian"
"947"	"Male"	"Caucasian"
"948"	"Male"	"AfricanAmerican"
"949"	"Male"	"Caucasian"
"950"	"Male"	"Caucasian"
"951"	"Female"	"Caucasian"
"952"	"Female"	"Caucasian"
"953"	"Female"	"AfricanAmerican"
"954"	"Female"	"Caucasian"
"955"	"Female"	"AfricanAmerican"
"956"	"Female"	"Caucasian"
"957"	"Female"	"Caucasian"
"958"	"Male"	"Caucasian"
"959"	"Female"	"AfricanAmerican"
"960"	"Female"	"Caucasian"
"961"	"Male"	"Caucasian"
"962"	"Female"	"Hispanic"
"963"	"Male"	"Caucasian"
"964"	"Female"	"AfricanAmerican"
"965"	"Male"	"Caucasian"
"966"	"Female"	"AfricanAmerican"
"967"	"Female"	"AfricanAmerican"
"968"	"Male"	"AfricanAmerican"
"969"	"Male"	"Hispanic"
"970"	"Female"	"Caucasian"
"971"	"Female"	"Caucasian"
"972"	"Female"	"Caucasian"
"973"	"Male"	"Caucasian"
"974"	"Male"	"Caucasian"
"975"	"Female"	"Caucasian"
"976"	"Female"	"Caucasian"
"977"	"Male"	"AfricanAmerican"
"978"	"Female"	"Caucasian"
"979"	"Male"	"AfricanAmerican"
"980"	"Female"	"Caucasian"
"981"	"Male"	"Caucasian"
"982"	"Male"	"Caucasian"
"983"	"Male"	"Caucasian"
"984"	"Male"	"Caucasian"
"985"	"Male"	"Caucasian"
"986"	"Male"	"Caucasian"
"987"	"Male"	"AfricanAmerican"
"988"	"Female"	"AfricanAmerican"
"989"	"Male"	"Caucasian"
"990"	"Male"	"Caucasian"
"991"	"Female"	"AfricanAmerican"
"992"	"Female"	"AfricanAmerican"
"993"	"Female"	"Caucasian"
"994"	"Female"	"AfricanAmerican"
"995"	"Male"	"AfricanAmerican"
"996"	"Male"	"Caucasian"
"997"	"Male"	"Caucasian"
"998"	"Male"	"Caucasian"
"999"	"Female"	"Caucasian"
"1000"	"Male"	"Caucasian"
"1001"	"Male"	"Caucasian"
"1002"	"Male"	"Caucasian"
"1003"	"Female"	"AfricanAmerican"
"1004"	"Male"	"Caucasian"
"1005"	"Male"	"AfricanAmerican"
"1006"	"Male"	"Caucasian"
"1007"	"Male"	"?"
"1008"	"Male"	"Caucasian"
"1009"	"Male"	"?"
"1010"	"Male"	"Caucasian"
"1011"	"Female"	"AfricanAmerican"
"1012"	"Male"	"Caucasian"
"1013"	"Female"	"?"
"1014"	"Female"	"AfricanAmerican"
"1015"	"Male"	"Caucasian"
"1016"	"Female"	"Caucasian"
"1017"	"Male"	"Caucasian"
"1018"	"Female"	"Caucasian"
"1019"	"Female"	"Caucasian"
"1020"	"Female"	"AfricanAmerican"
"1021"	"Male"	"Caucasian"
"1022"	"Male"	"Caucasian"
"1023"	"Female"	"Caucasian"
"1024"	"Female"	"Caucasian"
"1025"	"Female"	"Caucasian"
"1026"	"Female"	"Caucasian"
"1027"	"Female"	"Caucasian"
"1028"	"Female"	"Hispanic"
"1029"	"Female"	"Caucasian"
"1030"	"Male"	"Caucasian"
"1031"	"Female"	"Caucasian"
"1032"	"Female"	"Hispanic"
"1033"	"Female"	"Caucasian"
"1034"	"Female"	"Caucasian"
"1035"	"Female"	"AfricanAmerican"
"1036"	"Female"	"AfricanAmerican"
"1037"	"Female"	"Caucasian"
"1038"	"Female"	"Caucasian"
"1039"	"Female"	"Caucasian"
"1040"	"Male"	"Caucasian"
"1041"	"Male"	"Caucasian"
"1042"	"Male"	"Caucasian"
"1043"	"Male"	"Caucasian"
"1044"	"Male"	"Caucasian"
"1045"	"Female"	"Caucasian"
"1046"	"Female"	"AfricanAmerican"
"1047"	"Female"	"Caucasian"
"1048"	"Male"	"Caucasian"
"1049"	"Female"	"Caucasian"
"1050"	"Female"	"AfricanAmerican"
"1051"	"Male"	"AfricanAmerican"
"1052"	"Female"	"Caucasian"
"1053"	"Male"	"Caucasian"
"1054"	"Female"	"Caucasian"
"1055"	"Male"	"Caucasian"
"1056"	"Female"	"Caucasian"
"1057"	"Female"	"AfricanAmerican"
"1058"	"Female"	"AfricanAmerican"
"1059"	"Male"	"AfricanAmerican"
"1060"	"Female"	"Caucasian"
"1061"	"Female"	"AfricanAmerican"
"1062"	"Female"	"Caucasian"
"1063"	"Female"	"Caucasian"
"1064"	"Female"	"Caucasian"
"1065"	"Female"	"Caucasian"
"1066"	"Male"	"Caucasian"
"1067"	"Female"	"Caucasian"
"1068"	"Female"	"AfricanAmerican"
"1069"	"Male"	"Caucasian"
"1070"	"Female"	"AfricanAmerican"
"1071"	"Male"	"Caucasian"
"1072"	"Male"	"Caucasian"
"1073"	"Male"	"Asian"
"1074"	"Female"	"Asian"
"1075"	"Female"	"Other"
"1076"	"Male"	"AfricanAmerican"
"1077"	"Male"	"Caucasian"
"1078"	"Female"	"Caucasian"
"1079"	"Male"	"AfricanAmerican"
"1080"	"Female"	"AfricanAmerican"
"1081"	"Female"	"AfricanAmerican"
"1082"	"Male"	"Caucasian"
"1083"	"Female"	"Caucasian"
"1084"	"Male"	"Caucasian"
"1085"	"Female"	"Caucasian"
"1086"	"Female"	"Caucasian"
"1087"	"Male"	"Caucasian"
"1088"	"Female"	"AfricanAmerican"
"1089"	"Male"	"Caucasian"
"1090"	"Female"	"Caucasian"
"1091"	"Male"	"Caucasian"
"1092"	"Male"	"AfricanAmerican"
"1093"	"Female"	"Caucasian"
"1094"	"Male"	"AfricanAmerican"
"1095"	"Male"	"AfricanAmerican"
"1096"	"Male"	"Caucasian"
"1097"	"Male"	"Caucasian"
"1098"	"Female"	"Hispanic"
"1099"	"Female"	"Caucasian"
"1100"	"Male"	"AfricanAmerican"
"1101"	"Female"	"Caucasian"
"1102"	"Male"	"Caucasian"
"1103"	"Male"	"Caucasian"
"1104"	"Male"	"Caucasian"
"1105"	"Female"	"Caucasian"
"1106"	"Male"	"Caucasian"
"1107"	"Male"	"Caucasian"
"1108"	"Male"	"Caucasian"
"1109"	"Female"	"?"
"1110"	"Male"	"Caucasian"
"1111"	"Male"	"Caucasian"
"1112"	"Female"	"?"
"1113"	"Female"	"Caucasian"
"1114"	"Male"	"Caucasian"
"1115"	"Female"	"Caucasian"
"1116"	"Male"	"AfricanAmerican"
"1117"	"Female"	"Caucasian"
"1118"	"Male"	"Hispanic"
"1119"	"Female"	"Caucasian"
"1120"	"Male"	"Caucasian"
"1121"	"Female"	"Caucasian"
"1122"	"Female"	"AfricanAmerican"
"1123"	"Male"	"AfricanAmerican"
"1124"	"Female"	"AfricanAmerican"
"1125"	"Female"	"AfricanAmerican"
"1126"	"Female"	"Hispanic"
"1127"	"Female"	"Caucasian"
"1128"	"Female"	"Caucasian"
"1129"	"Female"	"Caucasian"
"1130"	"Female"	"Caucasian"
"1131"	"Female"	"Caucasian"
"1132"	"Female"	"Caucasian"
"1133"	"Female"	"Caucasian"
"1134"	"Male"	"Caucasian"
"1135"	"Male"	"Caucasian"
"1136"	"Male"	"Caucasian"
"1137"	"Female"	"Caucasian"
"1138"	"Male"	"Caucasian"
"1139"	"Female"	"Caucasian"
"1140"	"Male"	"Caucasian"
"1141"	"Female"	"Caucasian"
"1142"	"Female"	"AfricanAmerican"
"1143"	"Male"	"Caucasian"
"1144"	"Female"	"Caucasian"
"1145"	"Male"	"Other"
"1146"	"Female"	"AfricanAmerican"
"1147"	"Male"	"Caucasian"
"1148"	"Female"	"Caucasian"
"1149"	"Male"	"Caucasian"
"1150"	"Male"	"AfricanAmerican"
"1151"	"Male"	"Caucasian"
"1152"	"Male"	"Caucasian"
"1153"	"Female"	"AfricanAmerican"
"1154"	"Male"	"Caucasian"
"1155"	"Female"	"Caucasian"
"1156"	"Female"	"Caucasian"
"1157"	"Female"	"Caucasian"
"1158"	"Female"	"AfricanAmerican"
"1159"	"Female"	"AfricanAmerican"
"1160"	"Female"	"Caucasian"
"1161"	"Female"	"Caucasian"
"1162"	"Male"	"Caucasian"
"1163"	"Male"	"Caucasian"
"1164"	"Male"	"Caucasian"
"1165"	"Female"	"AfricanAmerican"
"1166"	"Female"	"Caucasian"
"1167"	"Female"	"Caucasian"
"1168"	"Female"	"AfricanAmerican"
"1169"	"Male"	"Caucasian"
"1170"	"Male"	"Caucasian"
"1171"	"Male"	"Caucasian"
"1172"	"Male"	"Caucasian"
"1173"	"Male"	"Caucasian"
"1174"	"Female"	"Caucasian"
"1175"	"Female"	"Caucasian"
"1176"	"Male"	"Caucasian"
"1177"	"Female"	"Caucasian"
"1178"	"Male"	"Caucasian"
"1179"	"Male"	"Caucasian"
"1180"	"Male"	"Caucasian"
"1181"	"Male"	"AfricanAmerican"
"1182"	"Female"	"Caucasian"
"1183"	"Female"	"Caucasian"
"1184"	"Male"	"Caucasian"
"1185"	"Male"	"Caucasian"
"1186"	"Female"	"AfricanAmerican"
"1187"	"Male"	"Caucasian"
"1188"	"Female"	"AfricanAmerican"
"1189"	"Male"	"AfricanAmerican"
"1190"	"Male"	"?"
"1191"	"Female"	"Caucasian"
"1192"	"Male"	"Caucasian"
"1193"	"Female"	"AfricanAmerican"
"1194"	"Male"	"Caucasian"
"1195"	"Female"	"AfricanAmerican"
"1196"	"Male"	"Caucasian"
"1197"	"Female"	"Caucasian"
"1198"	"Female"	"Caucasian"
"1199"	"Female"	"Caucasian"
"1200"	"Female"	"AfricanAmerican"
"1201"	"Female"	"AfricanAmerican"
"1202"	"Female"	"Hispanic"
"1203"	"Male"	"Caucasian"
"1204"	"Male"	"Caucasian"
"1205"	"Female"	"Caucasian"
"1206"	"Male"	"Caucasian"
"1207"	"Male"	"Caucasian"
"1208"	"Male"	"Caucasian"
"1209"	"Female"	"Caucasian"
"1210"	"Female"	"AfricanAmerican"
"1211"	"Female"	"Caucasian"
"1212"	"Female"	"Caucasian"
"1213"	"Female"	"Caucasian"
"1214"	"Female"	"Caucasian"
"1215"	"Female"	"Caucasian"
"1216"	"Male"	"Caucasian"
"1217"	"Female"	"Caucasian"
"1218"	"Female"	"Caucasian"
"1219"	"Male"	"Caucasian"
"1220"	"Male"	"Caucasian"
"1221"	"Female"	"Caucasian"
"1222"	"Male"	"AfricanAmerican"
"1223"	"Male"	"AfricanAmerican"
"1224"	"Female"	"AfricanAmerican"
"1225"	"Female"	"AfricanAmerican"
"1226"	"Female"	"Asian"
"1227"	"Male"	"Caucasian"
"1228"	"Female"	"Caucasian"
"1229"	"Male"	"Hispanic"
"1230"	"Male"	"Caucasian"
"1231"	"Male"	"Caucasian"
"1232"	"Male"	"Caucasian"
"1233"	"Female"	"Caucasian"
"1234"	"Male"	"Caucasian"
"1235"	"Female"	"Caucasian"
"1236"	"Female"	"AfricanAmerican"
"1237"	"Male"	"AfricanAmerican"
"1238"	"Male"	"Caucasian"
"1239"	"Female"	"Caucasian"
"1240"	"Female"	"AfricanAmerican"
"1241"	"Male"	"AfricanAmerican"
"1242"	"Male"	"AfricanAmerican"
"1243"	"Female"	"Caucasian"
"1244"	"Female"	"Caucasian"
"1245"	"Female"	"?"
"1246"	"Female"	"Caucasian"
"1247"	"Female"	"Caucasian"
"1248"	"Female"	"Caucasian"
"1249"	"Female"	"Other"
"1250"	"Female"	"Caucasian"
"1251"	"Female"	"Caucasian"
"1252"	"Female"	"Caucasian"
"1253"	"Female"	"AfricanAmerican"
"1254"	"Male"	"Hispanic"
"1255"	"Female"	"Caucasian"
"1256"	"Male"	"Caucasian"
"1257"	"Male"	"Caucasian"
"1258"	"Female"	"Caucasian"
"1259"	"Female"	"Caucasian"
"1260"	"Female"	"AfricanAmerican"
"1261"	"Female"	"AfricanAmerican"
"1262"	"Female"	"AfricanAmerican"
"1263"	"Female"	"Caucasian"
"1264"	"Male"	"Caucasian"
"1265"	"Female"	"Caucasian"
"1266"	"Female"	"AfricanAmerican"
"1267"	"Male"	"AfricanAmerican"
"1268"	"Male"	"Caucasian"
"1269"	"Female"	"Caucasian"
"1270"	"Male"	"Caucasian"
"1271"	"Female"	"Caucasian"
"1272"	"Female"	"Caucasian"
"1273"	"Male"	"Caucasian"
"1274"	"Female"	"AfricanAmerican"
"1275"	"Male"	"Caucasian"
"1276"	"Male"	"Caucasian"
"1277"	"Male"	"Caucasian"
"1278"	"Male"	"Caucasian"
"1279"	"Male"	"Caucasian"
"1280"	"Male"	"Caucasian"
"1281"	"Female"	"Caucasian"
"1282"	"Male"	"AfricanAmerican"
"1283"	"Male"	"AfricanAmerican"
"1284"	"Female"	"Caucasian"
"1285"	"Male"	"Caucasian"
"1286"	"Female"	"Caucasian"
"1287"	"Female"	"Caucasian"
"1288"	"Female"	"Caucasian"
"1289"	"Female"	"Caucasian"
"1290"	"Male"	"Caucasian"
"1291"	"Male"	"Caucasian"
"1292"	"Female"	"Caucasian"
"1293"	"Male"	"Caucasian"
"1294"	"Female"	"Caucasian"
"1295"	"Female"	"AfricanAmerican"
"1296"	"Male"	"?"
"1297"	"Male"	"Caucasian"
"1298"	"Female"	"Caucasian"
"1299"	"Female"	"Caucasian"
"1300"	"Female"	"Caucasian"
"1301"	"Female"	"AfricanAmerican"
"1302"	"Female"	"Caucasian"
"1303"	"Male"	"Caucasian"
"1304"	"Female"	"Caucasian"
"1305"	"Male"	"AfricanAmerican"
"1306"	"Male"	"AfricanAmerican"
"1307"	"Female"	"AfricanAmerican"
"1308"	"Female"	"Caucasian"
"1309"	"Female"	"AfricanAmerican"
"1310"	"Female"	"Caucasian"
"1311"	"Female"	"Caucasian"
"1312"	"Female"	"Caucasian"
"1313"	"Male"	"Caucasian"
"1314"	"Male"	"Caucasian"
"1315"	"Female"	"Caucasian"
"1316"	"Female"	"Caucasian"
"1317"	"Female"	"Caucasian"
"1318"	"Male"	"AfricanAmerican"
"1319"	"Female"	"Caucasian"
"1320"	"Male"	"Caucasian"
"1321"	"Female"	"Caucasian"
"1322"	"Female"	"AfricanAmerican"
"1323"	"Male"	"Caucasian"
"1324"	"Male"	"Caucasian"
"1325"	"Female"	"Caucasian"
"1326"	"Female"	"Caucasian"
"1327"	"Female"	"Caucasian"
"1328"	"Female"	"Caucasian"
"1329"	"Female"	"AfricanAmerican"
"1330"	"Male"	"AfricanAmerican"
"1331"	"Male"	"Caucasian"
"1332"	"Male"	"Caucasian"
"1333"	"Male"	"AfricanAmerican"
"1334"	"Female"	"Caucasian"
"1335"	"Female"	"AfricanAmerican"
"1336"	"Male"	"Caucasian"
"1337"	"Male"	"Caucasian"
"1338"	"Female"	"Caucasian"
"1339"	"Male"	"AfricanAmerican"
"1340"	"Male"	"Caucasian"
"1341"	"Male"	"Caucasian"
"1342"	"Male"	"Caucasian"
"1343"	"Female"	"Caucasian"
"1344"	"Female"	"AfricanAmerican"
"1345"	"Male"	"AfricanAmerican"
"1346"	"Female"	"Caucasian"
"1347"	"Female"	"AfricanAmerican"
"1348"	"Female"	"AfricanAmerican"
"1349"	"Female"	"Caucasian"
"1350"	"Female"	"Caucasian"
"1351"	"Female"	"Caucasian"
"1352"	"Male"	"Caucasian"
"1353"	"Male"	"Caucasian"
"1354"	"Female"	"Caucasian"
"1355"	"Female"	"Caucasian"
"1356"	"Male"	"AfricanAmerican"
"1357"	"Female"	"Caucasian"
"1358"	"Female"	"AfricanAmerican"
"1359"	"Male"	"Caucasian"
"1360"	"Male"	"AfricanAmerican"
"1361"	"Male"	"AfricanAmerican"
"1362"	"Female"	"Caucasian"
"1363"	"Female"	"Hispanic"
"1364"	"Female"	"AfricanAmerican"
"1365"	"Female"	"Caucasian"
"1366"	"Female"	"Caucasian"
"1367"	"Male"	"Caucasian"
"1368"	"Male"	"AfricanAmerican"
"1369"	"Male"	"Caucasian"
"1370"	"Male"	"Caucasian"
"1371"	"Male"	"Caucasian"
"1372"	"Male"	"Caucasian"
"1373"	"Male"	"Caucasian"
"1374"	"Male"	"Caucasian"
"1375"	"Female"	"Caucasian"
"1376"	"Male"	"AfricanAmerican"
"1377"	"Male"	"Caucasian"
"1378"	"Male"	"Caucasian"
"1379"	"Female"	"AfricanAmerican"
"1380"	"Female"	"AfricanAmerican"
"1381"	"Male"	"Hispanic"
"1382"	"Female"	"AfricanAmerican"
"1383"	"Female"	"AfricanAmerican"
"1384"	"Male"	"Caucasian"
"1385"	"Male"	"Caucasian"
"1386"	"Female"	"Caucasian"
"1387"	"Male"	"AfricanAmerican"
"1388"	"Female"	"AfricanAmerican"
"1389"	"Female"	"AfricanAmerican"
"1390"	"Female"	"AfricanAmerican"
"1391"	"Male"	"AfricanAmerican"
"1392"	"Male"	"AfricanAmerican"
"1393"	"Male"	"AfricanAmerican"
"1394"	"Female"	"Caucasian"
"1395"	"Male"	"Caucasian"
"1396"	"Female"	"Caucasian"
"1397"	"Female"	"AfricanAmerican"
"1398"	"Male"	"Caucasian"
"1399"	"Male"	"Caucasian"
"1400"	"Male"	"Caucasian"
"1401"	"Male"	"Caucasian"
"1402"	"Female"	"Caucasian"
"1403"	"Female"	"Caucasian"
"1404"	"Female"	"AfricanAmerican"
"1405"	"Male"	"Caucasian"
"1406"	"Female"	"Caucasian"
"1407"	"Female"	"Caucasian"
"1408"	"Female"	"Caucasian"
"1409"	"Male"	"Caucasian"
"1410"	"Female"	"Caucasian"
"1411"	"Male"	"Caucasian"
"1412"	"Male"	"Caucasian"
"1413"	"Female"	"AfricanAmerican"
"1414"	"Male"	"Caucasian"
"1415"	"Male"	"Caucasian"
"1416"	"Male"	"Caucasian"
"1417"	"Male"	"Asian"
"1418"	"Female"	"Caucasian"
"1419"	"Female"	"Caucasian"
"1420"	"Female"	"Caucasian"
"1421"	"Female"	"Caucasian"
"1422"	"Female"	"Caucasian"
"1423"	"Male"	"Caucasian"
"1424"	"Male"	"AfricanAmerican"
"1425"	"Male"	"Caucasian"
"1426"	"Female"	"AfricanAmerican"
"1427"	"Male"	"Caucasian"
"1428"	"Male"	"Caucasian"
"1429"	"Female"	"AfricanAmerican"
"1430"	"Male"	"Caucasian"
"1431"	"Male"	"Caucasian"
"1432"	"Female"	"AfricanAmerican"
"1433"	"Female"	"Caucasian"
"1434"	"Male"	"Caucasian"
"1435"	"Male"	"Caucasian"
"1436"	"Male"	"Caucasian"
"1437"	"Female"	"AfricanAmerican"
"1438"	"Female"	"AfricanAmerican"
"1439"	"Female"	"Caucasian"
"1440"	"Male"	"Caucasian"
"1441"	"Male"	"AfricanAmerican"
"1442"	"Female"	"Caucasian"
"1443"	"Female"	"Caucasian"
"1444"	"Female"	"AfricanAmerican"
"1445"	"Female"	"Caucasian"
"1446"	"Male"	"Caucasian"
"1447"	"Female"	"Caucasian"
"1448"	"Female"	"AfricanAmerican"
"1449"	"Female"	"AfricanAmerican"
"1450"	"Male"	"Caucasian"
"1451"	"Male"	"AfricanAmerican"
"1452"	"Male"	"Caucasian"
"1453"	"Male"	"Caucasian"
"1454"	"Female"	"Caucasian"
"1455"	"Male"	"Caucasian"
"1456"	"Female"	"AfricanAmerican"
"1457"	"Male"	"AfricanAmerican"
"1458"	"Female"	"Caucasian"
"1459"	"Male"	"Caucasian"
"1460"	"Male"	"Caucasian"
"1461"	"Female"	"Caucasian"
"1462"	"Male"	"AfricanAmerican"
"1463"	"Male"	"Caucasian"
"1464"	"Female"	"Caucasian"
"1465"	"Female"	"Caucasian"
"1466"	"Male"	"Caucasian"
"1467"	"Female"	"Caucasian"
"1468"	"Female"	"Caucasian"
"1469"	"Male"	"Caucasian"
"1470"	"Male"	"Caucasian"
"1471"	"Female"	"Caucasian"
"1472"	"Female"	"Caucasian"
"1473"	"Female"	"Caucasian"
"1474"	"Male"	"Caucasian"
"1475"	"Female"	"AfricanAmerican"
"1476"	"Female"	"Caucasian"
"1477"	"Female"	"Caucasian"
"1478"	"Male"	"Caucasian"
"1479"	"Female"	"?"
"1480"	"Female"	"Caucasian"
"1481"	"Female"	"AfricanAmerican"
"1482"	"Male"	"Caucasian"
"1483"	"Male"	"Caucasian"
"1484"	"Male"	"AfricanAmerican"
"1485"	"Male"	"Caucasian"
"1486"	"Male"	"Caucasian"
"1487"	"Male"	"Caucasian"
"1488"	"Female"	"AfricanAmerican"
"1489"	"Male"	"AfricanAmerican"
"1490"	"Male"	"Caucasian"
"1491"	"Female"	"Caucasian"
"1492"	"Female"	"Caucasian"
"1493"	"Male"	"Caucasian"
"1494"	"Female"	"AfricanAmerican"
"1495"	"Female"	"Caucasian"
"1496"	"Male"	"Caucasian"
"1497"	"Female"	"Caucasian"
"1498"	"Female"	"Caucasian"
"1499"	"Male"	"AfricanAmerican"
"1500"	"Female"	"Caucasian"
"1501"	"Female"	"Caucasian"
"1502"	"Female"	"AfricanAmerican"
"1503"	"Female"	"Caucasian"
"1504"	"Male"	"Caucasian"
"1505"	"Female"	"Caucasian"
"1506"	"Female"	"Caucasian"
"1507"	"Female"	"Caucasian"
"1508"	"Female"	"AfricanAmerican"
"1509"	"Male"	"AfricanAmerican"
"1510"	"Male"	"Caucasian"
"1511"	"Female"	"?"
"1512"	"Male"	"Caucasian"
"1513"	"Female"	"Caucasian"
"1514"	"Male"	"Caucasian"
"1515"	"Female"	"Caucasian"
"1516"	"Male"	"Caucasian"
"1517"	"Female"	"Caucasian"
"1518"	"Male"	"AfricanAmerican"
"1519"	"Female"	"AfricanAmerican"
"1520"	"Female"	"Caucasian"
"1521"	"Male"	"Caucasian"
"1522"	"Male"	"Caucasian"
"1523"	"Female"	"Caucasian"
"1524"	"Female"	"Caucasian"
"1525"	"Male"	"Caucasian"
"1526"	"Female"	"AfricanAmerican"
"1527"	"Male"	"Caucasian"
"1528"	"Male"	"Caucasian"
"1529"	"Male"	"Caucasian"
"1530"	"Female"	"Caucasian"
"1531"	"Female"	"Caucasian"
"1532"	"Female"	"AfricanAmerican"
"1533"	"Female"	"Caucasian"
"1534"	"Female"	"AfricanAmerican"
"1535"	"Female"	"AfricanAmerican"
"1536"	"Male"	"Caucasian"
"1537"	"Female"	"Caucasian"
"1538"	"Male"	"?"
"1539"	"Male"	"AfricanAmerican"
"1540"	"Male"	"AfricanAmerican"
"1541"	"Male"	"Caucasian"
"1542"	"Female"	"AfricanAmerican"
"1543"	"Male"	"Caucasian"
"1544"	"Male"	"AfricanAmerican"
"1545"	"Female"	"Caucasian"
"1546"	"Female"	"AfricanAmerican"
"1547"	"Male"	"Caucasian"
"1548"	"Male"	"Caucasian"
"1549"	"Male"	"Caucasian"
"1550"	"Female"	"AfricanAmerican"
"1551"	"Female"	"Caucasian"
"1552"	"Male"	"Caucasian"
"1553"	"Female"	"Caucasian"
"1554"	"Male"	"Caucasian"
"1555"	"Female"	"Caucasian"
"1556"	"Male"	"AfricanAmerican"
"1557"	"Female"	"Caucasian"
"1558"	"Female"	"Caucasian"
